Parent_Airline,Airline,Aircraft_Type,Current,Future,Historic,Total,Orders,Unit_Cost,Total_Cost,Average_Age
IAG,British Airways,Boeing 747,37.0,0.0,64.0,101.0,0.0,316.0,11685.0,20.4
IAG,Aer Lingus,Boeing 747,0.0,0.0,4.0,4.0,0.0,316.0,0.0,0.0
IAG,British Airways,Boeing 757,0.0,0.0,56.0,56.0,0.0,73.0,0.0,0.0
IAG,Iberia,Boeing 757,0.0,0.0,30.0,30.0,0.0,73.0,0.0,0.0
IAG,OpenSkies,Boeing 757,3.0,0.0,1.0,4.0,0.0,73.0,218.0,24.5
IAG,Aer Lingus,Boeing 757,4.0,0.0,0.0,4.0,0.0,73.0,290.0,20.1
IAG,Iberia,Boeing 767,0.0,0.0,2.0,2.0,0.0,187.0,0.0,0.0
IAG,British Airways,Boeing 767,7.0,0.0,24.0,31.0,0.0,187.0,1308.0,21.9
IAG,OpenSkies,Boeing 767,1.0,0.0,0.0,1.0,0.0,187.0,187.0,26.1
IAG,Aer Lingus,Boeing 767,0.0,0.0,3.0,3.0,0.0,187.0,0.0,0.0
IAG,British Airways,Boeing 777,58.0,0.0,3.0,61.0,0.0,295.0,17084.0,14.4
IAG,British Airways,Boeing 787 Dreamliner,23.0,1.0,0.0,24.0,20.0,265.0,6097.0,1.6
IAG,British Airways,British Aerospace BAe 146/Avro RJ,0.0,0.0,4.0,4.0,0.0,14.0,0.0,0.0
IAG,BA CityFlyer,British Aerospace BAe 146/Avro RJ,0.0,0.0,12.0,12.0,0.0,14.0,0.0,0.0
IAG,Air Nostrum/Iberia Regional,British Aerospace BAe 146/Avro RJ,0.0,0.0,3.0,3.0,0.0,14.0,0.0,0.0
IAG,Aer Lingus,British Aerospace BAe 146/Avro RJ,0.0,0.0,12.0,12.0,0.0,14.0,0.0,0.0
IAG,British Airways,British Aerospace BAe ATP,0.0,0.0,16.0,16.0,0.0,14.0,0.0,0.0
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-100 Series,11.0,0.0,26.0,37.0,0.0,32.0,350.0,15.9
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-1000,16.0,2.0,0.0,18.0,21.0,49.0,784.0,3.7
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-900,13.0,0.0,0.0,13.0,0.0,46.0,598.0,10.3
IAG,British Airways,De Havilland Canada DHC-6 Twin Otter,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0
IAG,British Airways,De Havilland Canada DHC-8 Dash 8,0.0,0.0,2.0,2.0,0.0,7.0,0.0,0.0
IAG,Air Nostrum/Iberia Regional,De Havilland Canada DHC-8 Dash 8,0.0,0.0,19.0,19.0,0.0,7.0,0.0,0.0
IAG,BA CityFlyer,Embraer ERJ-170,6.0,0.0,0.0,6.0,0.0,39.0,232.0,7.1
IAG,BA CityFlyer,Embraer ERJ-190,14.0,0.0,0.0,14.0,0.0,46.0,647.0,5.8
IAG,Air Nostrum/Iberia Regional,Fokker F50 / F60,0.0,0.0,37.0,37.0,0.0,18.0,0.0,0.0
IAG,Aer Lingus,Fokker F50 / F60,0.0,0.0,8.0,8.0,0.0,18.0,0.0,0.0
IAG,British Airways,Fokker F70 / F100,0.0,0.0,6.0,6.0,0.0,20.0,0.0,0.0
IAG,British Airways,Lockheed L-1011 TriStar,0.0,0.0,6.0,6.0,0.0,190.0,0.0,0.0
IAG,British Airways,McDonnell Douglas DC-10,0.0,0.0,8.0,8.0,0.0,145.0,0.0,0.0
IAG,Iberia,McDonnell Douglas DC-10,0.0,0.0,13.0,13.0,0.0,145.0,0.0,0.0
IAG,Iberia,McDonnell Douglas DC-8,0.0,0.0,17.0,17.0,0.0,6.0,0.0,0.0
IAG,Aer Lingus,McDonnell Douglas DC-8,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0
IAG,Iberia,McDonnell Douglas DC-9,0.0,0.0,50.0,50.0,0.0,45.0,0.0,0.0
IAG,Aer Lingus,McDonnell Douglas MD-11,0.0,0.0,1.0,1.0,0.0,175.0,0.0,0.0
IAG,Iberia,McDonnell Douglas MD-80,0.0,0.0,39.0,39.0,0.0,45.0,0.0,0.0
IAG,BA CityFlyer,Saab 2000,2.0,0.0,1.0,3.0,0.0,12.0,24.0,22.1
IAG,British Airways,Saab 340,0.0,0.0,11.0,11.0,0.0,8.0,0.0,0.0
Iceland Air Group,Iceland Air Group,Boeing 737,0.0,0.0,8.0,8.0,16.0,74.0,0.0,0.0
Iceland Air Group,Iceland Air Group,Boeing 747,0.0,0.0,1.0,1.0,0.0,316.0,0.0,0.0
Iceland Air Group,Iceland Air Group,Boeing 757,28.0,0.0,13.0,41.0,0.0,73.0,2030.0,21.5
Iceland Air Group,Iceland Air Group,Boeing 767,4.0,0.0,5.0,9.0,0.0,187.0,748.0,18.0
Iceland Air Group,Iceland Air Group,McDonnell Douglas DC-8,0.0,0.0,17.0,17.0,0.0,6.0,0.0,0.0
IndiGo,IndiGo,Airbus A320,124.0,10.0,16.0,150.0,400.0,98.0,12152.0,5.2
Interjet,Interjet,Airbus A320,45.0,1.0,4.0,50.0,40.0,98.0,4410.0,8.5
Interjet,Interjet,Airbus A321,3.0,0.0,0.0,3.0,10.0,115.0,345.0,0.2
Interjet,Interjet,Sukhoi Superjet 100,22.0,3.0,0.0,25.0,8.0,28.0,605.0,2.8
Japan Airlines,Japan Airlines,Airbus A300,0.0,0.0,22.0,22.0,0.0,75.0,0.0,0.0
Japan Airlines,Japan Airlines,Boeing 737,50.0,0.0,7.0,57.0,0.0,74.0,3699.0,6.9
Japan Airlines,Japan Transocean Air (72.8%),Boeing 737,13.0,1.0,22.0,36.0,10.0,74.0,962.0,16.6
Japan Airlines,Japan Airlines,Boeing 747,0.0,0.0,114.0,114.0,0.0,316.0,0.0,0.0
Japan Airlines,Japan Transocean Air (72.8%),Boeing 767,0.0,0.0,2.0,2.0,0.0,187.0,0.0,0.0
Japan Airlines,Japan Airlines,Boeing 767,39.0,0.0,21.0,60.0,0.0,187.0,7289.0,11.5
Japan Airlines,Japan Airlines,Boeing 777,40.0,0.0,6.0,46.0,0.0,295.0,11782.0,13.4
Japan Airlines,Japan Airlines,Boeing 787 Dreamliner,31.0,6.0,0.0,37.0,14.0,265.0,8218.0,2.6
Japan Airlines,J-Air,Canadair CRJ-200 Series,8.0,0.0,2.0,9.0,0.0,32.0,255.0,12.9
Japan Airlines,Japan Air Commuter (60% owned),De Havilland Canada DHC-8 Dash 8,10.0,0.0,2.0,11.0,0.0,31.0,313.0,12.0
Japan Airlines,J-Air,Embraer ERJ-170,17.0,0.0,0.0,17.0,3.0,39.0,658.0,5.3
Japan Airlines,J-Air,Embraer ERJ-190,3.0,1.0,0.0,5.0,17.0,46.0,139.0,0.4
Japan Airlines,Japan Airlines,McDonnell Douglas DC-10,0.0,0.0,20.0,20.0,0.0,145.0,0.0,0.0
Japan Airlines,Japan Airlines,McDonnell Douglas DC-8,0.0,0.0,58.0,58.0,0.0,6.0,0.0,0.0
Japan Airlines,Japan Airlines,McDonnell Douglas MD-11,0.0,0.0,10.0,10.0,0.0,175.0,0.0,0.0
Japan Airlines,Japan Airlines,McDonnell Douglas MD-80,0.0,0.0,19.0,19.0,0.0,45.0,0.0,0.0
Japan Airlines,Japan Airlines,McDonnell Douglas MD-90,0.0,0.0,16.0,16.0,0.0,45.0,0.0,0.0
Japan Airlines,Japan Air Commuter (60% owned),Saab 340,9.0,0.0,2.0,11.0,0.0,8.0,72.0,21.3
Japan Airlines,Hokkaido Air System (57.3%),Saab 340,3.0,0.0,0.0,3.0,2.0,8.0,24.0,18.3
Jazz Airlines,Jazz Airlines,Bombardier Q400 Nextgen,39.0,0.0,8.0,8.0,10.0,31.0,1221.0,0.0
Jazz Airlines,Jazz Airlines,Canadair CRJ-200,14.0,0.0,44.0,58.0,0.0,32.0,446.0,13.4
Jazz Airlines,Jazz Airlines,Canadair CRJ-705,16.0,5.0,0.0,21.0,0.0,41.0,656.0,11.4
Jazz Airlines,Jazz Airlines,De Havilland Canada DHC-8 Dash 8,47.0,0.0,22.0,108.0,0.0,31.0,1471.0,16.6
Jet Airways,Jet Airways,Airbus A320,0.0,0.0,1.0,1.0,0.0,98.0,0.0,0.0
Jet Airways,Jet Airways,Airbus A330,11.0,0.0,5.0,16.0,0.0,240.0,2640.0,7.0
Jet Airways,Jet Airways,Airbus A340,0.0,0.0,3.0,3.0,0.0,216.0,0.0,0.0
Jet Airways,Jet Airways,ATR 42/72,13.0,0.0,8.0,21.0,0.0,22.0,287.0,7.4
Jet Airways,Jet Airways,Boeing 737,70.0,0.0,53.0,123.0,75.0,74.0,5179.0,7.4
Jet Airways,Jet Airways,Boeing 777,9.0,0.0,1.0,10.0,0.0,295.0,2651.0,9.3
Jet2,Jet2,Airbus A320,0.0,0.0,2.0,2.0,0.0,98.0,0.0,0.0
Jet2,Jet2,Airbus A321,0.0,0.0,1.0,1.0,0.0,115.0,0.0,0.0
Jet2,Jet2,Boeing 737,50.0,4.0,17.0,71.0,25.0,74.0,3699.0,18.8
Jet2,Jet2,Boeing 757,11.0,0.0,5.0,16.0,0.0,73.0,798.0,26.8
Jet2,Jet2,British Aerospace BAe 146/Avro RJ,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0
JetBlue,JetBlue Airways,Airbus A320,130.0,0.0,12.0,142.0,25.0,98.0,12740.0,11.3
JetBlue,JetBlue Airways,Airbus A321,35.0,4.0,0.0,39.0,87.0,115.0,4022.0,1.6
JetBlue,JetBlue Airways,Embraer ERJ-190,60.0,0.0,4.0,64.0,24.0,46.0,2772.0,8.2
Juneyao Airlines,Juneyao Airlines,Airbus A319,0.0,0.0,2.0,2.0,0.0,90.0,0.0,0.0
Juneyao Airlines,Juneyao Airlines,Airbus A320,41.0,0.0,0.0,41.0,0.0,98.0,4018.0,5.2
Juneyao Airlines,Juneyao Airlines,Airbus A321,18.0,2.0,0.0,20.0,1.0,115.0,2068.0,1.4
Kenya Airways,Kenya Airways,Airbus A310,0.0,0.0,6.0,6.0,0.0,75.0,0.0,0.0
Kenya Airways,Kenya Airways,Boeing 737,12.0,0.0,16.0,28.0,0.0,74.0,888.0,8.1
Kenya Airways,Jambojet Limited,Boeing 737,2.0,0.0,1.0,3.0,0.0,74.0,148.0,19.7
Kenya Airways,Kenya Airways,Boeing 757,0.0,0.0,1.0,1.0,0.0,73.0,0.0,0.0
Kenya Airways,Kenya Airways,Boeing 767,0.0,0.0,12.0,12.0,0.0,187.0,0.0,0.0
Kenya Airways,Kenya Airways,Boeing 777,0.0,0.0,7.0,7.0,0.0,295.0,0.0,0.0
Kenya Airways,Kenya Airways,Boeing 787 Dreamliner,7.0,0.0,2.0,9.0,0.0,265.0,1856.0,2.4
Kenya Airways,Jambojet Limited,De Havilland Canada DHC-8 Dash 8,1.0,0.0,0.0,1.0,0.0,31.0,31.0,14.8
Kenya Airways,Kenya Airways,Embraer ERJ-170,0.0,0.0,5.0,5.0,0.0,39.0,0.0,0.0
Kenya Airways,Kenya Airways,Embraer ERJ-190,15.0,0.0,0.0,15.0,0.0,46.0,693.0,4.4
Kenya Airways,Kenya Airways,Fokker F50 / F60,0.0,0.0,3.0,3.0,0.0,18.0,0.0,0.0
Kenya Airways,Kenya Airways,McDonnell Douglas DC-8,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0
Kenya Airways,Kenya Airways,McDonnell Douglas DC-9,0.0,0.0,2.0,2.0,0.0,45.0,0.0,0.0
Korean Air,Korean Air,Airbus A300,0.0,0.0,40.0,40.0,0.0,75.0,0.0,0.0
Korean Air,Korean Air,Airbus A330,29.0,0.0,1.0,30.0,11.0,240.0,6960.0,12.0
Korean Air,Korean Air,Airbus A380,10.0,0.0,0.0,10.0,0.0,433.0,4326.0,4.7
Korean Air,Korean Air,Boeing 727,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
Korean Air,Korean Air,Boeing 737,40.0,0.0,11.0,51.0,51.0,74.0,2959.0,9.6
Korean Air,Jin Air,Boeing 737,18.0,0.0,0.0,18.0,0.0,74.0,1332.0,11.2
Korean Air,Korean Air,Boeing 747,34.0,4.0,50.0,88.0,7.0,316.0,10737.0,10.8
Korean Air,Korean Air,Boeing 777,48.0,1.0,4.0,53.0,14.0,295.0,14138.0,7.5
Korean Air,Jin Air,Boeing 777,4.0,0.0,0.0,4.0,0.0,295.0,1178.0,10.7
Korean Air,Korean Air,Boeing 787 Dreamliner,0.0,3.0,0.0,3.0,10.0,265.0,0.0,0.0
Korean Air,Korean Air,Bombardier BD-500 CSeries,0.0,1.0,0.0,1.0,0.0,82.0,0.0,0.0
Korean Air,Korean Air,Fokker F70 / F100,0.0,0.0,12.0,12.0,0.0,20.0,0.0,0.0
Korean Air,Korean Air,McDonnell Douglas DC-10,0.0,0.0,6.0,6.0,0.0,145.0,0.0,0.0
Korean Air,Korean Air,McDonnell Douglas DC-8,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0
Korean Air,Korean Air,McDonnell Douglas DC-9,0.0,0.0,2.0,2.0,0.0,45.0,0.0,0.0
Korean Air,Korean Air,McDonnell Douglas MD-11,0.0,0.0,5.0,5.0,0.0,175.0,0.0,0.0
Korean Air,Korean Air,McDonnell Douglas MD-80,0.0,0.0,16.0,16.0,0.0,45.0,0.0,0.0
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A319,23.0,0.0,2.0,25.0,0.0,90.0,2061.0,9.1
LATAM Airlines Chile,LATAM Airlines Chile,Airbus A319,17.0,0.0,0.0,17.0,0.0,90.0,1523.0,9.7
LATAM Airlines Chile,LATAM Airlines Ecuador,Airbus A319,6.0,0.0,0.0,6.0,0.0,90.0,538.0,7.0
LATAM Airlines Chile,LATAM Airlines Peru,Airbus A319,8.0,0.0,0.0,2.0,0.0,90.0,717.0,11.2
LATAM Airlines Chile,LATAM Airlines Argentina,Airbus A320,14.0,0.0,0.0,14.0,0.0,98.0,1372.0,14.6
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A320,73.0,1.0,7.0,81.0,33.0,98.0,7154.0,10.0
LATAM Airlines Chile,LATAM Airlines Chile,Airbus A320,56.0,0.0,3.0,59.0,20.0,98.0,5488.0,4.8
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A321,31.0,0.0,0.0,31.0,20.0,115.0,3562.0,3.4
LATAM Airlines Chile,LATAM Airlines Chile,Airbus A321,16.0,0.0,0.0,16.0,1.0,115.0,1838.0,1.0
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A350 XWB,6.0,2.0,0.0,8.0,24.0,312.0,1872.0,0.5
LATAM Airlines Chile,LATAM Airlines Argentina,Boeing 767,3.0,0.0,0.0,3.0,0.0,187.0,561.0,10.3
LATAM Airlines Chile,LATAM Airlines Brazil,Boeing 767,14.0,0.0,0.0,14.0,6.0,187.0,2617.0,6.2
LATAM Airlines Chile,LATAM Airlines Chile,Boeing 767,20.0,0.0,2.0,22.0,0.0,187.0,3738.0,9.8
LATAM Airlines Chile,LATAM Cargo Brazil,Boeing 767,3.0,0.0,0.0,3.0,0.0,187.0,561.0,12.6
LATAM Airlines Chile,LATAM Cargo Chile,Boeing 767,3.0,0.0,0.0,3.0,0.0,187.0,561.0,12.3
LATAM Airlines Chile,LATAM Airlines Brazil,Boeing 777,10.0,0.0,0.0,10.0,0.0,295.0,2946.0,5.7
LATAM Airlines Chile,LATAM Cargo Chile,Boeing 777,2.0,0.0,0.0,2.0,0.0,295.0,589.0,7.6
LATAM Airlines Chile,LATAM Airlines Chile,Boeing 787 Dreamliner,22.0,1.0,0.0,23.0,10.0,265.0,5832.0,2.0
Lion Air,Lion Air,Airbus A310,0.0,0.0,1.0,1.0,0.0,75.0,0.0,0.0
Lion Air,Batik Air,Airbus A320,27.0,1.0,0.0,28.0,0.0,98.0,2646.0,1.1
Lion Air,Lion Air,Airbus A330,3.0,0.0,0.0,3.0,0.0,240.0,720.0,1.1
Lion Air,Malindo Air,ATR 42/72,16.0,0.0,0.0,16.0,0.0,22.0,354.0,2.1
Lion Air,Wings Air,ATR 42/72,51.0,3.0,0.0,54.0,10.0,22.0,1127.0,3.6
Lion Air,Thai Lion Air,ATR 42/72,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0
Lion Air,Lion Air,Boeing 737,108.0,4.0,19.0,131.0,204.0,74.0,7990.0,5.3
Lion Air,Batik Air,Boeing 737,14.0,0.0,6.0,20.0,0.0,74.0,1036.0,2.6
Lion Air,Malindo Air,Boeing 737,25.0,1.0,1.0,27.0,0.0,74.0,1850.0,2.0
Lion Air,Thai Lion Air,Boeing 737,24.0,0.0,0.0,24.0,8.0,74.0,1776.0,1.6
Lion Air,Lion Air,Boeing 747,2.0,0.0,0.0,2.0,0.0,316.0,632.0,27.3
Lion Air,Wings Air,De Havilland Canada DHC-8 Dash 8,0.0,0.0,3.0,3.0,0.0,7.0,0.0,0.0
Lion Air,Lion Air,McDonnell Douglas MD-80,0.0,0.0,20.0,20.0,0.0,45.0,0.0,0.0
Lion Air,Wings Air,McDonnell Douglas MD-80,0.0,0.0,16.0,16.0,0.0,45.0,0.0,0.0
Lion Air,Lion Air,McDonnell Douglas MD-90,0.0,0.0,5.0,5.0,0.0,45.0,0.0,0.0
LOT Polish Airlines,LOT Polish Airlines,ATR 42/72,0.0,0.0,8.0,8.0,0.0,22.0,0.0,0.0
LOT Polish Airlines,LOT Polish Airlines,Boeing 737,3.0,0.0,23.0,26.0,10.0,74.0,222.0,19.9
LOT Polish Airlines,LOT Polish Airlines,Boeing 767,0.0,0.0,10.0,10.0,0.0,187.0,0.0,0.0
LOT Polish Airlines,LOT Polish Airlines,Boeing 787 Dreamliner,6.0,1.0,0.0,7.0,2.0,265.0,1591.0,3.6
LOT Polish Airlines,LOT Polish Airlines,De Havilland Canada DHC-8 Dash 8,10.0,0.0,0.0,10.0,0.0,31.0,313.0,4.3
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-145,0.0,0.0,14.0,14.0,0.0,20.0,0.0,0.0
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-170,18.0,0.0,6.0,24.0,0.0,39.0,697.0,9.8
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-190,6.0,0.0,0.0,6.0,0.0,46.0,277.0,5.0
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-10,0.0,0.0,3.0,3.0,0.0,145.0,0.0,0.0
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-8,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0
LOT Polish Airlines,LOT Polish Airlines,Tupolev Tu-154,0.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0
Lufthansa,Lufthansa,Airbus A300,0.0,0.0,26.0,26.0,0.0,75.0,0.0,0.0
Lufthansa,Lufthansa,Airbus A310,0.0,0.0,25.0,25.0,0.0,75.0,0.0,0.0
Lufthansa,Austrian Airlines,Airbus A310,0.0,0.0,4.0,4.0,0.0,75.0,0.0,0.0
Lufthansa,Lufthansa,Airbus A319,30.0,0.0,5.0,35.0,0.0,90.0,2688.0,14.9
Lufthansa,Austrian Airlines,Airbus A319,7.0,0.0,0.0,7.0,0.0,90.0,627.0,12.0
Lufthansa,Brussels Airlines,Airbus A319,21.0,1.0,1.0,23.0,2.0,90.0,1882.0,12.6
Lufthansa,Germanwings,Airbus A319,43.0,0.0,7.0,50.0,0.0,90.0,3853.0,10.8
Lufthansa,Swiss International Airlines,Airbus A319,5.0,0.0,3.0,8.0,0.0,90.0,448.0,20.0
Lufthansa,Brussels Airlines,Airbus A319,21.0,1.0,1.0,23.0,2.0,90.0,1882.0,12.6
Lufthansa,Eurowings,Airbus A319,0.0,0.0,5.0,5.0,6.0,90.0,0.0,0.0
Lufthansa,Lufthansa,Airbus A320,66.0,1.0,26.0,93.0,77.0,98.0,6468.0,9.3
Lufthansa,Austrian Airlines,Airbus A320,18.0,0.0,0.0,18.0,0.0,98.0,1764.0,14.8
Lufthansa,Brussels Airlines,Airbus A320,9.0,0.0,0.0,9.0,1.0,98.0,882.0,13.1
Lufthansa,Eurowings,Airbus A320,21.0,4.0,4.0,29.0,33.0,98.0,2058.0,1.3
Lufthansa,Eurowings Europe,Airbus A320,3.0,0.0,0.0,3.0,0.0,98.0,294.0,0.7
Lufthansa,Germanwings,Airbus A320,16.0,0.0,10.0,26.0,0.0,98.0,1568.0,25.4
Lufthansa,Swiss International Airlines,Airbus A320,22.0,0.0,4.0,26.0,0.0,98.0,2156.0,16.6
Lufthansa,Edelweiss Air,Airbus A320,6.0,0.0,0.0,6.0,0.0,98.0,588.0,15.7
Lufthansa,Brussels Airlines,Airbus A320,9.0,0.0,0.0,9.0,1.0,98.0,882.0,13.1
Lufthansa,Lufthansa,Airbus A321,64.0,0.0,0.0,64.0,40.0,115.0,7354.0,12.0
Lufthansa,Austrian Airlines,Airbus A321,6.0,0.0,0.0,6.0,0.0,115.0,689.0,19.1
Lufthansa,Swiss International Airlines,Airbus A321,9.0,0.0,4.0,13.0,0.0,115.0,1034.0,14.5
Lufthansa,Austrian Airlines,Airbus A330,0.0,0.0,4.0,4.0,0.0,115.0,0.0,0.0
Lufthansa,Lufthansa,Airbus A330,19.0,0.0,5.0,24.0,0.0,240.0,4560.0,9.6
Lufthansa,Brussels Airlines,Airbus A330,9.0,1.0,0.0,10.0,1.0,240.0,2160.0,19.3
Lufthansa,Eurowings,Airbus A330,6.0,1.0,0.0,7.0,1.0,240.0,1440.0,12.7
Lufthansa,Swiss International Airlines,Airbus A330,14.0,0.0,15.0,29.0,0.0,240.0,3360.0,6.2
Lufthansa,Edelweiss Air,Airbus A330,2.0,0.0,2.0,4.0,0.0,240.0,480.0,3.4
Lufthansa,Brussels Airlines,Airbus A330,9.0,1.0,0.0,10.0,1.0,240.0,2160.0,19.3
Lufthansa,Austrian Airlines,Airbus A340,0.0,0.0,4.0,4.0,0.0,216.0,0.0,0.0
Lufthansa,Lufthansa,Airbus A340,42.0,0.0,20.0,62.0,0.0,216.0,9053.0,13.5
Lufthansa,Swiss International Airlines,Airbus A340,10.0,0.0,5.0,15.0,0.0,216.0,2156.0,14.5
Lufthansa,Edelweiss Air,Airbus A340,1.0,2.0,0.0,3.0,3.0,216.0,216.0,13.1
Lufthansa,Lufthansa,Airbus A350 XWB,0.0,6.0,0.0,6.0,25.0,312.0,0.0,0.0
Lufthansa,Lufthansa,Airbus A380,14.0,0.0,0.0,14.0,0.0,433.0,6056.0,5.2
Lufthansa,Lufthansa CityLine,ATR 42/72,0.0,0.0,7.0,7.0,0.0,22.0,0.0,0.0
Lufthansa,Eurowings,ATR 42/72,0.0,0.0,45.0,45.0,0.0,22.0,0.0,0.0
Lufthansa,Air Dolomiti,ATR 42/72,0.0,0.0,29.0,29.0,0.0,22.0,0.0,0.0
Lufthansa,Germanwings,Boeing 717,0.0,0.0,2.0,2.0,0.0,37.0,0.0,0.0
Lufthansa,Lufthansa,Boeing 727,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
Lufthansa,Lufthansa,Boeing 737,0.0,0.0,155.0,155.0,0.0,74.0,0.0,0.0
Lufthansa,Lufthansa Cargo,Boeing 737,0.0,0.0,4.0,4.0,0.0,74.0,0.0,0.0
Lufthansa,Austrian Airlines,Boeing 737,0.0,0.0,13.0,13.0,0.0,74.0,0.0,0.0
Lufthansa,Brussels Airlines,Boeing 737,0.0,0.0,11.0,11.0,0.0,74.0,0.0,0.0
Lufthansa,Eurowings,Boeing 737,2.0,0.0,1.0,3.0,0.0,74.0,148.0,15.7
Lufthansa,Brussels Airlines,Boeing 737,0.0,0.0,11.0,11.0,0.0,74.0,0.0,0.0
Lufthansa,Lufthansa Cargo,Boeing 747,0.0,0.0,10.0,10.0,0.0,316.0,0.0,0.0
Lufthansa,Lufthansa,Boeing 747,32.0,0.0,48.0,80.0,0.0,316.0,10106.0,9.1
Lufthansa,Lufthansa,Boeing 767,0.0,0.0,3.0,3.0,0.0,187.0,0.0,0.0
Lufthansa,Austrian Airlines,Boeing 767,6.0,0.0,0.0,6.0,0.0,187.0,1121.0,20.9
Lufthansa,Lufthansa Cargo,Boeing 777,5.0,0.0,0.0,5.0,0.0,295.0,1473.0,2.7
Lufthansa,Austrian Airlines,Boeing 777,5.0,0.0,0.0,5.0,1.0,295.0,1473.0,16.2
Lufthansa,Swiss International Airlines,Boeing 777,6.0,1.0,0.0,7.0,0.0,295.0,1767.0,0.7
Lufthansa,Swiss International Airlines,Bombardier BD-500 CSeries,4.0,2.0,0.0,6.0,0.0,82.0,328.0,0.3
Lufthansa,Lufthansa CityLine,British Aerospace BAe 146/Avro RJ,0.0,0.0,23.0,23.0,0.0,14.0,0.0,0.0
Lufthansa,Eurowings,British Aerospace BAe 146/Avro RJ,0.0,0.0,18.0,18.0,0.0,14.0,0.0,0.0
Lufthansa,Air Dolomiti,British Aerospace BAe 146/Avro RJ,0.0,0.0,6.0,6.0,0.0,14.0,0.0,0.0
Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8.0,0.0,25.0,33.0,0.0,14.0,109.0,18.3
Lufthansa,Swiss International Airlines,British Aerospace BAe 146/Avro RJ,9.0,0.0,16.0,25.0,0.0,14.0,122.0,18.2
Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8.0,0.0,25.0,33.0,0.0,14.0,109.0,18.3
Lufthansa,Lufthansa CityLine,Canadair CRJ-100 Series,0.0,0.0,48.0,48.0,0.0,32.0,0.0,0.0
Lufthansa,Eurowings,Canadair CRJ-100 Series,0.0,0.0,23.0,23.0,0.0,32.0,0.0,0.0
Lufthansa,Air Dolomiti,Canadair CRJ-100 Series,0.0,0.0,5.0,5.0,0.0,32.0,0.0,0.0
Lufthansa,Lufthansa CityLine,Canadair CRJ-700,0.0,0.0,20.0,20.0,0.0,41.0,0.0,0.0
Lufthansa,Eurowings,Canadair CRJ-700,0.0,0.0,2.0,2.0,0.0,41.0,0.0,0.0
Lufthansa,Lufthansa CityLine,Canadair CRJ-900,27.0,0.0,0.0,27.0,0.0,46.0,1242.0,8.6
Lufthansa,Eurowings,Canadair CRJ-900,8.0,0.0,15.0,23.0,0.0,46.0,368.0,5.8
Lufthansa,Lufthansa CityLine,De Havilland Canada DHC-8 Dash 8,0.0,0.0,4.0,4.0,0.0,7.0,0.0,0.0
Lufthansa,Air Dolomiti,De Havilland Canada DHC-8 Dash 8,0.0,0.0,3.0,3.0,0.0,7.0,0.0,0.0
Lufthansa,Austrian Airlines,De Havilland Canada DHC-8 Dash 8,18.0,0.0,1.0,19.0,0.0,31.0,563.0,13.1
Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2.0,0.0,3.0,5.0,0.0,31.0,63.0,8.3
Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2.0,0.0,3.0,5.0,0.0,31.0,63.0,8.3
Lufthansa,Eurowings,Dornier Do-328,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0
Lufthansa,Swiss International Airlines,Embraer ERJ-145,0.0,0.0,25.0,25.0,0.0,20.0,0.0,0.0
Lufthansa,Brussels Airlines,Embraer ERJ-145,1.0,0.0,0.0,1.0,0.0,20.0,20.0,15.5
Lufthansa,Brussels Airlines,Embraer ERJ-145,1.0,0.0,0.0,1.0,0.0,20.0,20.0,15.5
Lufthansa,Lufthansa CityLine,Embraer ERJ-190,23.0,0.0,10.0,33.0,0.0,46.0,1063.0,6.4
Lufthansa,Austrian Airlines,Embraer ERJ-190,10.0,7.0,0.0,17.0,7.0,46.0,462.0,5.5
Lufthansa,Air Dolomiti,Embraer ERJ-190,10.0,0.0,1.0,11.0,0.0,46.0,462.0,5.9
